id,name,city,country,continent,region,lon,lat,rank
EVE,"Harstad/Narvik Airport, Evenes",Narvik,Norway,Europe,Northern Europe,16.678056,68.491389,791
NQY,Cornwall Airport Newquay,Newquay,United Kingdom,Europe,Northern Europe,-5.001667,50.443333,794
TUU,Tabuk Regional,Tabuk,Saudi Arabia,Asia,Western Asia,36.618889,28.365556,802
DED,Dehradun,Dehradun,India,Asia,Southern Asia,78.180278,30.189722,805
UET,Quetta International,Quetta,Pakistan,Asia,Southern Asia,66.937778,30.251389,810
FSC,Figari–Sud Corse,Figari,France,Europe,Western Europe,9.096667,41.502222,811
VIL,Dakhla,Dakhla,Unknown Region,Africa,Northern Africa,-15.931944,23.718333,820
KYA,Konya,Konya,Turkey,Asia,Western Asia,32.561944,37.978889,822
HGA,Hargeisa,Hargeisa,Somalia,Africa,Eastern Africa,44.083889,9.513889,823
JER,Jersey,Saint Helier,Jersey,Europe,Northern Europe,-2.195278,49.207778,829
BNX,Banja Luka International,Banja Luka,Bosnia & Herzegovina,Europe,Southern Europe,17.2975,44.941389,831
MWZ,Mwanza,Mwanza,Tanzania,Africa,Eastern Africa,32.932778,-2.444444,837
JUB,Juba International,Juba,South Sudan,Africa,Eastern Africa,31.601111,4.871944,839
COO,Cadjehoun,Cotonou,Benin,Africa,Western Africa,2.384444,6.357222,840
UME,Umeå,Umeå,Sweden,Europe,Northern Europe,20.282778,63.791944,845
AIP,Adampur,Jalandhar,India,Asia,Southern Asia,75.760556,31.433056,848
RVN,Rovaniemi,Rovaniemi,Finland,Europe,Northern Europe,25.830278,66.564722,850
BOO,Bodø,Bodø,Norway,Europe,Northern Europe,14.365278,67.269167,851
LBV,Libreville International,Libreville,Gabon,Africa,Central Africa,9.412222,0.458611,855
STV,Surat,Surat,India,Asia,Southern Asia,72.741667,21.114167,856
KIR,Kerry,County Kerry,Ireland,Europe,Northern Europe,-9.523889,52.180833,859
JKH,Chios Island National,Chios,Greece,Europe,Southern Europe,26.140556,38.343056,860
CZL,Mohamed Boudiaf International,Constantine,Algeria,Africa,Northern Africa,6.620278,36.276111,861
FAE,Vágar,Sørvágur,Faroe Islands,Europe,Northern Europe,-7.293056,62.066389,864
LIL,Lille,Lille,France,Europe,Western Europe,3.086944,50.563333,866
ABZ,Aberdeen,Aberdeen,United Kingdom,Europe,Northern Europe,-2.200278,57.204167,869
CRA,Craiova International,Craiova,Romania,Europe,Eastern Europe,23.888611,44.318056,870
GIZ,Jazan,Jizan,Saudi Arabia,Asia,Western Asia,42.585833,16.901111,879
LEJ,Leipzig/Halle Airport,Leipzig,Germany,Europe,Central Europe,12.241667,51.4325,881
LLA,Luleå,Luleå,Sweden,Europe,Northern Europe,22.121944,65.543889,883
QRW,Warri,Warri,Nigeria,Africa,Western Africa,5.820278,5.598889,884
SZF,Samsun-Çarşamba,Samsun,Turkey,Asia,Western Asia,36.567222,41.254444,885
SEU,Seronera Airstrip,Seronera,Tanzania,Africa,Eastern Africa,34.821944,-2.457222,887
REU,Reus,Reus,Spain,Europe,Southern Europe,1.167222,41.1475,889
MQM,Mardin,Mardin,Turkey,Asia,Western Asia,40.631667,37.223333,893
ASW,Aswan International,Aswan,Egypt,Africa,Northern Africa,32.82,23.964444,903
TIF,Ta if Regional,Ta if,Saudi Arabia,Asia,Western Asia,40.544444,21.483333,904
CCF,Carcassonne,Carcassonne,France,Europe,Western Europe,2.308611,43.215833,905
ESU,Essaouira-Mogador,Essaouira,Morocco,Africa,Northern Africa,-9.681667,31.3975,908
GGR,Garowe,Garoe,Somalia,Africa,Eastern Africa,48.5675,8.458056,909
BHO,Raja Bhoj,Bhopal,India,Asia,Southern Asia,77.3375,23.2875,913
TER,Lajes Field,Terceira Island,Portugal,Europe,Southern Europe,-27.090833,38.761944,914
LEI,Almería,Almería,Spain,Europe,Southern Europe,-2.37,36.843889,916
ZAZ,Zaragoza,Zaragoza,Spain,Europe,Southern Europe,-1.041667,41.666111,920
PIX,Pico,Pico Island,Portugal,Europe,Southern Europe,-28.441389,38.554444,923
LKN,Leknes,Leknes,Norway,Europe,Northern Europe,13.611944,68.154444,925
SPC,La Palma,Santa Cruz de La Palma,Spain,Europe,Southern Europe,-17.755556,28.626389,928
BZO,Bolzano Airport,Bolzano,Italy,Europe,Southern Europe,11.3264,46.460201,931
PNL,Pantelleria,Pantelleria,Italy,Europe,Southern Europe,11.968056,36.815,933
VST,Stockholm Västerås,Stockholm,Sweden,Europe,Northern Europe,16.633611,59.589444,936
NYO,Stockholm Skavsta,Stockholm,Sweden,Europe,Northern Europe,16.912222,58.788611,938
INV,Inverness,Inverness,United Kingdom,Europe,Northern Europe,-4.05,57.54,939
AAR,Aarhus,Aarhus,Denmark,Europe,Northern Europe,10.619444,56.303889,940
AAL,Aalborg,Aalborg,Denmark,Europe,Northern Europe,9.849167,57.092778,943
NOC,Ireland West Airport Knock,"Knock, County Mayo",Ireland,Europe,Northern Europe,-8.818611,53.910278,946
LAU,Manda,Lamu,Kenya,Africa,Eastern Africa,40.913056,-2.2525,947
QUO,Akwa Ibom,Uyo,Nigeria,Africa,Western Africa,8.091389,4.873889,949
SOU,Southampton,Southampton,United Kingdom,Europe,Northern Europe,-1.356667,50.950278,952
IOM,Isle of Man,Douglas,Isle of Man,Europe,Northern Europe,-4.624167,54.083333,954
OSR,Leoš Janáček Airport Ostrava,Ostrava,Czechia,Europe,Central Europe,18.111111,49.696111,960
DBB,El Alamein International,El Dabaa,Egypt,Africa,Northern Africa,28.461389,30.924444,961
NJF,Al Najaf International,Najaf,Iraq,Asia,Western Asia,44.404167,31.989722,965
NIM,Diori Hamani International,Niamey,Niger,Africa,Western Africa,2.176667,13.481111,972
UDR,Maharana Pratap,Udaipur,India,Asia,Southern Asia,73.896111,24.617778,977
OGU,Ordu–Giresun,Giresun,Turkey,Asia,Western Asia,38.085833,40.966944,979
PEG,San Francesco d Assisi,Perugia,Italy,Europe,Southern Europe,12.510278,43.097222,980
BGF,Bangui M Poko International,Bangui,Central African Republic,Africa,Central Africa,18.52,4.397778,984
ADE,Aden International Airport,Aden,Yemen,Asia,Western Asia,45.028801,12.8295,989
JIB,Djibouti–Ambouli International,Balbala,Djibouti,Africa,Eastern Africa,43.159444,11.547222,992
GUW,Atyrau,Atyrau,Kazakhstan,Asia,Central Asia,51.821389,47.121944,996
KMS,Kumasi,Kumasi,Ghana,Africa,Western Africa,-1.590833,6.714444,997
GIL,Gilgit,Gilgit,Unknown Region,Asia,Southern Asia,74.333611,35.918889,998
MZR,Mazar-i-Sharif International,Mazar-i-Sharif,Afghanistan,Asia,Southern Asia,67.209444,36.706944,1000
AES,"Ålesund Airport, Vigra",Ålesund,Norway,Europe,Northern Europe,6.110278,62.560278,1003
CIT,Shymkent International,Shymkent,Kazakhstan,Asia,Central Asia,69.478889,42.364167,1005
PNA,Pamplona,Pamplona,Spain,Europe,Southern Europe,-1.646389,42.77,1006
TGM,Târgu Mureș International,Târgu Mureș,Romania,Europe,Eastern Europe,24.4125,46.467778,1008
YYG,Charlottetown,Charlottetown,Canada,North America,Northern America,-63.125556,46.289167,1013
OMR,Oradea International,Oradea,Romania,Europe,Eastern Europe,21.9025,47.025278,1023
GNY,Sanliurfa,Şanlıurfa,Turkey,Asia,Western Asia,38.898752,37.447658,1024
BZR,Béziers Cap d Agde,Béziers,France,Europe,Western Europe,3.353333,43.323333,1025
SZZ,Solidarity Szczecin–Goleniów,Szczecin,Poland,Europe,Central Europe,14.902222,53.584722,1029
KLX,Kalamata International,Kalamata,Greece,Europe,Southern Europe,22.025556,37.068333,1031
OUL,Oulu,Oulu,Finland,Europe,Northern Europe,25.354444,64.93,1035
BEN,Benina International,Benghazi,Libya,Africa,Northern Africa,20.269444,32.096667,1036
SEN,London Southend,London,United Kingdom,Europe,Northern Europe,0.695556,51.571389,1037
AAN,Al Ain International,Al Ain,United Arab Emirates,Asia,Western Asia,55.609167,24.261667,1039
VBY,Visby,Visby,Sweden,Europe,Northern Europe,18.346111,57.662778,1040
GOH,Nuuk,Nuuk,Greenland,North America,Northern America,-51.678056,64.190833,1041
JDH,Jodhpur,Jodhpur,India,Asia,Southern Asia,73.048889,26.251111,1050
RJK,Rijeka,Rijeka,Croatia,Europe,Southern Europe,14.570278,45.216944,1053
PIK,Glasgow Prestwick,Glasgow,United Kingdom,Europe,Northern Europe,-4.586667,55.509444,1054
LIG,Limoges – Bellegarde,Limoges,France,Europe,Western Europe,1.180278,45.860833,1055
RNS,Rennes–Saint-Jacques,Rennes,France,Europe,Western Europe,-1.732222,48.071944,1056
LYR,"Svalbard Airport, Longyear",Longyearbyen,Svalbard & Jan Mayen,Europe,Northern Europe,15.465556,78.246111,1058
LUZ,Lublin,Lublin,Poland,Europe,Central Europe,22.690556,51.231389,1059
RMU,Región de Murcia,Murcia,Spain,Europe,Southern Europe,-1.1279,37.8062,1060
BIA,Bastia – Poretta,Bastia,France,Europe,Western Europe,9.484722,42.55,1062
HSR,Rajkot International Airport,Rajkot,India,Asia,Southern Asia,71.028333,22.388056,1068
DRS,Dresden,Dresden,Germany,Europe,Central Europe,13.768056,51.134444,1069
LCY,London City,London,United Kingdom,Europe,Northern Europe,0.054167,51.505,1071
HAS,Ha il Regional,Ha il,Saudi Arabia,Asia,Western Asia,41.686389,27.438056,1073
NMI,Navi Mumbai International Airport,Navi Mumbai,India,Asia,Southern Asia,73.06167,18.99194,1076
QSR,Salerno / Pontecagnano Airport,Salerno,Italy,Europe,Southern Europe,14.9113,40.620399,1081
FMO,Münster Osnabrück International,Münster,Germany,Europe,Central Europe,7.684722,52.134722,1082
DEB,Debrecen International,Debrecen,Hungary,Europe,Central Europe,21.615278,47.488889,1083
SAG,Shirdi,Shirdi,India,Asia,Southern Asia,74.3754,19.69,1084
VAA,Vaasa,Vaasa,Finland,Europe,Northern Europe,21.762222,63.050556,1090
GRZ,Graz,Graz,Austria,Europe,Central Europe,15.44,46.993611,1093
MJT,Mytilene International,Mytilene,Greece,Europe,Southern Europe,26.602222,39.053333,1096
BEM,Beni Mellal,Beni Mellal,Morocco,Africa,Northern Africa,-6.317222,32.4,1098
KVA,Kavala International,Kavala,Greece,Europe,Southern Europe,24.619167,40.913333,1102
DHM,Dharamsala airport,Dharamshala,India,Asia,Southern Asia,76.260556,32.165278,1104
PGF,Perpignan–Rivesaltes,Perpignan,France,Europe,Western Europe,2.869722,42.740833,1109
CBQ,Margaret Ekpo International,Calabar,Nigeria,Africa,Western Africa,8.347222,4.976111,1110
IXJ,Jammu,Jammu,Unknown Region,Asia,Southern Asia,74.8375,32.689167,1112
NBE,Enfidha–Hammamet International,Enfidha,Tunisia,Africa,Northern Africa,10.438333,36.075556,1116
PNR,Pointe Noire,Pointe-Noire,Republic of the Congo,Africa,Central Africa,11.886667,-4.816111,1118
SKZ,Sukkur,Sukkur,Pakistan,Asia,Southern Asia,68.793056,27.721389,1125
RZV,Rize–Artvin Airport,Rize,Turkey,Asia,Western Asia,40.828889,41.169167,1129
CDT,Castellón–Costa Azahar,Castellón de la Plana,Spain,Europe,Southern Europe,0.073333,40.214167,1133
BRN,Bern,Bern,Switzerland,Europe,Central Europe,7.497222,46.914167,1135
BJA,Abane Ramdane,Béjaïa,Algeria,Africa,Northern Africa,5.07,36.711944,1136
HOR,Horta,"Horta, Azores",Portugal,Europe,Southern Europe,-28.716389,38.52,1137
SMI,Samos International,Samos,Greece,Europe,Southern Europe,26.911667,37.69,1142
RNN,Bornholm,Bornholm,Denmark,Europe,Northern Europe,14.760278,55.063333,1143
ERH,Moulay Ali Cherif,Errachidia,Morocco,Africa,Northern Africa,-4.398889,31.946944,1144
FEG,Fergana International,Fergana,Uzbekistan,Asia,Central Asia,71.744722,40.361389,1146
ANR,Antwerp International,Brussels,Belgium,Europe,Western Europe,4.460278,51.189444,1147
INN,Innsbruck,Innsbruck,Austria,Europe,Central Europe,11.343889,47.260278,1151
JGA,Jamnagar,Jamnagar,India,Asia,Southern Asia,70.0125,22.465556,1155
KZS,Kastellorizo,Kastellorizo,Greece,Europe,Southern Europe,29.576389,36.141944,1157
PDV,Plovdiv,Plovdiv,Bulgaria,Europe,Eastern Europe,24.850833,42.067778,1160
EZS,Elazığ,Elazığ,Turkey,Asia,Western Asia,39.291389,38.606944,1166
SJZ,Sao Jorge,São Jorge Island,Portugal,Europe,Southern Europe,-28.175833,38.665556,1171
SVJ,"Svolvær Airport, Helle",Svolvær,Norway,Europe,Northern Europe,14.669444,68.243889,1173
AOK,Karpathos Island National,Karpathos,Greece,Europe,Southern Europe,27.146111,35.421389,1175
KSN,Kostanay,Kostanay,Kazakhstan,Asia,Central Asia,63.550278,53.206944,1178
GCI,Guernsey,Saint Peter Port,Guernsey,Europe,Northern Europe,-2.601944,49.434722,1180
URA,Oral Ak Zhol,Oral,Kazakhstan,Asia,Central Asia,51.541667,51.151111,1185
AKX,Aktobe,Aktobe,Kazakhstan,Asia,Central Asia,57.206667,50.245833,1187
CND,Mihail Kogălniceanu International,Constanța,Romania,Europe,Eastern Europe,28.488333,44.362222,1188
BSR,Basra International,Basra,Iraq,Asia,Western Asia,47.662222,30.549167,1189
AOE,Anadolu,Eskişehir,Turkey,Asia,Western Asia,30.516944,39.81,1195
MLH,Mulhouse/Basel EuroAirport French FR,Basel,Switzerland,Europe,Central Europe,7.529167,47.600833,1197
OMO,Mostar,Mostar,Bosnia & Herzegovina,Europe,Southern Europe,17.845833,43.282778,1198
NAJ,Nakhchivan International,Nakhchivan,Azerbaijan,Asia,Western Asia,45.458333,39.188889,1199
AGR,Agra,Agra,India,Asia,Southern Asia,77.960833,27.155833,1209
MME,Durham Tees Valley,"Durham, England",United Kingdom,Europe,Northern Europe,-1.429444,54.509167,1217
TUF,Tours Val de Loire,Tours,France,Europe,Western Europe,0.723056,47.431944,1226
JIK,Ikaria Island National,Icaria,Greece,Europe,Southern Europe,26.346944,37.682778,1229
IXD,Allahabad,Allahabad,India,Asia,Southern Asia,81.733889,25.44,1230
TLN,Toulon–Hyères,Toulon,France,Europe,Western Europe,6.146111,43.097222,1231
SCN,Saarbrücken,Saarbrücken,Germany,Europe,Central Europe,7.110556,49.214722,1237
LXS,Lemnos International,Lemnos,Greece,Europe,Southern Europe,25.236389,39.916944,1244
DPS,Ngurah Rai International,Denpasar,Indonesia,Asia,South-Eastern Asia,115.167222,-8.748056,21
CGK,Soekarno–Hatta International,Jakarta,Indonesia,Asia,South-Eastern Asia,106.655833,-6.125556,62
LBJ,Komodo,Labuan Bajo,Indonesia,Asia,South-Eastern Asia,119.889167,-8.486667,297
LOP,Lombok International,"Praya, Lombok",Indonesia,Asia,South-Eastern Asia,116.276667,-8.757222,308
SUB,Juanda International,Surabaya,Indonesia,Asia,South-Eastern Asia,112.786944,-7.379722,420
YIA,Yogyakarta International Airport,Yogyakarta,Indonesia,Asia,South-Eastern Asia,110.05448,-7.907459,465
UPG,Sultan Hasanuddin International,Makassar,Indonesia,Asia,South-Eastern Asia,119.554167,-5.061667,589
SRG,Ahmad Yani International,Semarang,Indonesia,Asia,South-Eastern Asia,110.374167,-6.971389,910
BPN,Sultan Aji Muhammad Sulaiman,Balikpapan,Indonesia,Asia,South-Eastern Asia,116.894444,-1.268333,929
KOE,El Tari International,Kupang,Indonesia,Asia,South-Eastern Asia,123.671111,-10.171667,937
PKN,Iskandar,Pangkalan Bun,Indonesia,Asia,South-Eastern Asia,111.673333,-2.705278,1080
SOC,Adisumarmo International,Surakarta,Indonesia,Asia,South-Eastern Asia,110.756944,-7.516111,1095
HLP,Halim Perdanakusuma International,Jakarta,Indonesia,Asia,South-Eastern Asia,106.891111,-6.266667,1159
TMC,Tambolaka,Tambolaka,Indonesia,Asia,South-Eastern Asia,119.244444,-9.409722,1165
ENE,H. Hasan Aroeboesman,Ende,Indonesia,Asia,South-Eastern Asia,121.660556,-8.849167,1355
MLG,Abdul Rachman Saleh,Malang,Indonesia,Asia,South-Eastern Asia,112.714444,-7.926667,1362
SWQ,Sultan Muhammad Kaharuddin III,Sumbawa Besar,Indonesia,Asia,South-Eastern Asia,117.411389,-8.488056,1385
BUW,Baubau,Bau-Bau,Indonesia,Asia,South-Eastern Asia,122.568889,-5.4875,1445
BDJ,Syamsudin Noor International,Banjarmasin,Indonesia,Asia,South-Eastern Asia,114.7625,-3.442222,1545
RTI,Roti David C. Saudale,Rote Island,Indonesia,Asia,South-Eastern Asia,123.075278,-10.766944,1612
BWX,Blimbingsari,Banyuwangi,Indonesia,Asia,South-Eastern Asia,114.34,-8.310278,1708
PKY,Tjilik Riwut,Palangka Raya,Indonesia,Asia,South-Eastern Asia,113.942778,-2.225,1742
PLW,Mutiara SIS Al-Jufrie,Palu,Indonesia,Asia,South-Eastern Asia,119.909722,-0.918611,1771
WGP,Umbu Mehang Kunda,Waingapu,Indonesia,Asia,South-Eastern Asia,120.301944,-9.669167,1786
KSR,Haji Aroeppala,Selayar Regency,Indonesia,Asia,South-Eastern Asia,120.43866,-6.180135,1787
BMU,Sultan Muhammad Salahudin,Bima,Indonesia,Asia,South-Eastern Asia,118.687222,-8.539722,1890
MOF,Frans Xavier Seda,Maumere,Indonesia,Asia,South-Eastern Asia,122.236944,-8.640556,1923
AAP,APT Pranoto Airport,Samarinda,Indonesia,Asia,South-Eastern Asia,117.255556,-0.373611,2010
LLO,Palopo Lagaligo,Palopo,Indonesia,Asia,South-Eastern Asia,120.245,-3.0825,2029
LWE,Wonopito,Lewoleba,Indonesia,Asia,South-Eastern Asia,123.438611,-8.361944,2030
KDI,Haluoleo,Kendari,Indonesia,Asia,South-Eastern Asia,122.418333,-4.081667,2047
JBB,Notohadinegoro,Jember Regency,Indonesia,Asia,South-Eastern Asia,113.694444,-8.242222,2048
JOG,Adisutjipto International,Yogyakarta,Indonesia,Asia,South-Eastern Asia,110.431667,-7.788056,2048
BTW,Batu Licin,Batulicin,Indonesia,Asia,South-Eastern Asia,116.0,-3.45,2048
KWB,Dewadaru Airport,Karimunjawa,Indonesia,Asia,South-Eastern Asia,110.478611,-5.801111,2048
KBU,Gusti Syamsir Alam,Kotabaru Regency,Indonesia,Asia,South-Eastern Asia,116.164722,-3.296111,2048
RTG,Frans Sales Lega,Ruteng,Indonesia,Asia,South-Eastern Asia,120.478056,-8.596111,2048
BJW,Turelelo Soa,Bajawa,Indonesia,Asia,South-Eastern Asia,121.057778,-8.707778,2048
SMQ,H. Asan,Sampit,Indonesia,Asia,South-Eastern Asia,112.975,-2.499167,2048
KJT,Kertajati International,Kertajati,Indonesia,Asia,South-Eastern Asia,108.191111,-6.669167,2048
MJU,Tampa Padang,Mamuju Regency,Indonesia,Asia,South-Eastern Asia,119.027778,-2.588333,2048
SAU,Sawu Airport,Sawu-Sawu Island,Indonesia,Asia,South-Eastern Asia,121.900002,-10.4833,2048
BDO,Husein Sastranegara International,Bandung,Indonesia,Asia,South-Eastern Asia,107.576389,-6.900556,2048
LKA,Gewayantana,Larantuka,Indonesia,Asia,South-Eastern Asia,123.000556,-8.274167,2048
KTG,Ketapang Rahadi Osman,Ketapang,Indonesia,Asia,South-Eastern Asia,109.963611,-1.816667,2048
JFK,John F. Kennedy International Airport,New York,United States,North America,NY,-73.7781,40.6413,1
